Horizontalstrahlung;Oststrahlung;Südstrahlung;Weststrahlung;Nordstrahlung;Außentemperatur;Rel. Feuchte
114;58;64;68;58;20.6;75.1
43;23;22;20;23;20;74.1
4;2;2;0;2;19.3;72.3
0;0;0;0;0;18.6;86.5
0;0;0;0;0;18.1;91.1
0;0;0;0;0;17.5;91.2
0;0;0;0;0;16.8;91.2
0;0;0;0;0;16.2;88.6
0;0;0;0;0;15.6;88.6
0;0;0;0;0;14.6;92.7
0;0;0;0;0;13.5;98.1
0;0;0;0;0;12.8;96.7
0;0;0;0;0;12.3;94
0;0;0;0;0;11.9;94.8
0;0;0;0;0;11.5;92.6
12;0;6;7;7;11.8;91.7
133;255;123;54;54;13.2;88.9
230;281;208;93;93;14.4;80.8
287;233;236;116;116;15.6;75.1
466;332;506;139;139;17.4;70.8
498;208;544;145;145;18.8;67.7
524;140;616;228;140;19.8;64.2
452;133;494;333;133;20.3;63.7
392;112;460;465;112;20.5;66.2
306;87;367;562;87;20.3;64.1
103;46;89;177;46;19.1;68.6
18;9;9;6;9;17.7;75.3
0;0;0;0;0;16.9;81.1
0;0;0;0;0;16.1;87.7
0;0;0;0;0;15.3;88.3
0;0;0;0;0;14.5;87.9
0;0;0;0;0;13.7;93.3
0;0;0;0;0;13.2;94.7
0;0;0;0;0;12.9;93.6
0;0;0;0;0;12.5;94.5
0;0;0;0;0;12.1;95.4
0;0;0;0;0;11.9;99.2
0;0;0;0;0;11.7;98.6
0;0;0;0;0;11.6;100
5;0;2;2;2;11.7;100
52;27;27;27;27;12.2;100
168;150;123;78;78;13.1;97.9
234;153;154;109;109;13.7;96
230;128;145;110;110;14.3;94.2
343;163;282;140;140;15.2;92.4
295;131;226;149;131;15.7;85.5
162;83;92;88;83;15.5;81.9
53;29;27;27;29;14.8;86.8
39;21;19;18;21;14.2;90.8
16;9;7;4;9;13.4;93.9
2;1;1;0;1;12.8;96.1
0;0;0;0;0;13.3;92.7
0;0;0;0;0;13.2;91.3
0;0;0;0;0;13.3;97
0;0;0;0;0;13.2;94
0;0;0;0;0;13.2;96.4
0;0;0;0;0;13.2;96
0;0;0;0;0;13.1;95.9
0;0;0;0;0;13.2;95
0;0;0;0;0;13.2;98.3
0;0;0;0;0;13.3;98.2
0;0;0;0;0;13.3;98.4
0;0;0;0;0;13.3;99.1
4;0;2;2;2;13.5;99
28;11;14;15;15;13.8;96.7
50;24;25;27;27;14.5;95.2
70;36;36;37;37;14.8;98.1
79;41;41;42;42;15.2;96.3
94;50;50;50;50;15.8;94.1
101;53;54;53;53;16.2;93.7
94;50;50;50;50;16.6;91.8
79;42;41;41;42;16.7;91.5
54;29;27;26;29;16.6;89.4
26;14;12;9;14;16.3;92.4
3;2;1;0;2;15.3;96.7
0;0;0;0;0;14.5;99.4
0;0;0;0;0;14.5;98.6
0;0;0;0;0;13;99.4
0;0;0;0;0;14.4;97.6
0;0;0;0;0;14.3;97.5
0;0;0;0;0;14;99
0;0;0;0;0;13.5;98.4
0;0;0;0;0;13.3;98
0;0;0;0;0;13.1;99.1
0;0;0;0;0;12.9;99.1
0;0;0;0;0;12.7;99.1
0;0;0;0;0;12.6;99.1
14;2;7;8;8;13.1;99.1
111;194;102;49;49;15.2;95
181;183;145;78;78;17.2;89.2
99;53;53;52;52;17.1;89.4
113;60;61;59;59;17.2;90.4
139;72;76;72;72;17.5;90.5
323;135;264;159;135;19;83.8
258;121;169;148;121;19.7;80.1
169;84;101;101;84;19.8;79.9
141;68;88;101;68;19.6;80.8
81;39;51;74;39;18.9;82.1
5;3;2;0;3;17.8;84.2
0;0;0;0;0;17.3;85.4
0;0;0;0;0;16.9;86.3
0;0;0;0;0;16.4;90.8
0;0;0;0;0;15.9;92.9
0;0;0;0;0;14.9;96.9
0;0;0;0;0;15;97.5
0;0;0;0;0;14.5;97
0;0;0;0;0;13.4;99.4
0;0;0;0;0;13.9;99
0;0;0;0;0;14;96.3
0;0;0;0;0;14.1;93.8
0;0;0;0;0;14.2;95.6
3;0;1;2;2;14.6;95.9
15;4;7;8;8;15;93.9
29;13;14;16;16;15.5;95.8
41;20;20;22;22;15.9;95.1
50;26;25;27;27;16.3;92.4
55;29;27;29;29;16.6;89.8
54;29;27;29;29;16.9;89.2
425;140;463;317;140;19.8;79.9
353;109;402;401;109;21.5;71.6
243;78;283;417;78;22.4;65.1
121;45;159;380;45;22.4;68
6;3;3;0;3;21.4;72.1
0;0;0;0;0;20.4;76.9
0;0;0;0;0;19.5;81.1
0;0;0;0;0;18.5;86.4
0;0;0;0;0;17.5;91.8
0;0;0;0;0;16.5;91.9
0;0;0;0;0;15.5;92
0;0;0;0;0;13.9;95.2
0;0;0;0;0;12.8;95.7
0;0;0;0;0;11.5;98
0;0;0;0;0;10.8;99.1
0;0;0;0;0;10.1;99.1
0;0;0;0;0;9.7;100
6;0;3;3;3;9.8;100
133;345;160;49;49;11.7;93
349;709;490;83;83;14.3;83.8
521;670;715;108;108;17.7;68.1
504;382;643;123;123;19.5;61.3
638;241;837;140;140;21.5;54.9
396;141;396;189;141;21.7;54.4
326;129;307;226;129;21.3;54
107;55;58;58;55;19.5;59
26;14;12;11;14;17.5;63
13;7;5;3;7;15.8;74.3
2;1;1;0;1;14.3;80
0;0;0;0;0;13.7;84.3
0;0;0;0;0;13.4;82.7
0;0;0;0;0;12.9;84.6
0;0;0;0;0;12.4;85.1
0;0;0;0;0;11.9;86.1
0;0;0;0;0;11.4;89.9
0;0;0;0;0;11.1;89.1
0;0;0;0;0;10.9;93.1
0;0;0;0;0;10.6;91.1
0;0;0;0;0;10.5;92.6
0;0;0;0;0;10.4;94.3
0;0;0;0;0;10.3;92.4
5;0;2;3;3;10.5;89.7
109;250;124;46;46;12.3;83.2
285;525;374;84;84;15.1;76.3
250;199;208;106;106;16.4;73.8
291;180;235;127;127;17.5;69.8
324;155;268;136;136;18.6;67.8
306;134;245;155;134;19.2;64.8
194;95;118;108;95;19;66.5
104;54;56;56;54;18.1;67.8
22;12;10;9;12;16.8;74.9
14;8;6;3;8;15.6;76
2;1;1;0;1;14.6;78.7
0;0;0;0;0;13.9;81.2
0;0;0;0;0;13.5;78.3
0;0;0;0;0;12.9;89.7
0;0;0;0;0;12.4;92.3
0;0;0;0;0;11.9;92.3
0;0;0;0;0;11.4;92.4
0;0;0;0;0;10.6;94.4
0;0;0;0;0;9.9;96.4
0;0;0;0;0;9.2;96.3
0;0;0;0;0;8.8;96.5
0;0;0;0;0;8.4;97.7
0;0;0;0;0;8.2;97.3
2;0;1;1;1;8.2;96.2
59;36;32;30;30;9.4;89.8
79;42;42;41;41;10.1;85.4
293;277;294;111;111;12.6;77.2
332;209;287;135;135;14.3;72.8
373;173;365;142;142;16.2;66.5
430;141;482;206;141;18;58.6
258;114;206;164;114;18.2;59.8
440;111;600;591;111;19.4;55.5
349;76;522;800;76;19.9;54.1
164;44;280;717;44;19.1;55.9
8;4;4;0;4;17.3;60.3
0;0;0;0;0;16;69.1
0;0;0;0;0;14.6;72
0;0;0;0;0;13.6;73.7
0;0;0;0;0;12.5;79.6
0;0;0;0;0;11.5;82.6
0;0;0;0;0;10.4;85.8
0;0;0;0;0;9.4;89.9
0;0;0;0;0;8.2;94.8
0;0;0;0;0;7;96.6
0;0;0;0;0;6.4;95.8
0;0;0;0;0;5.8;95.7
0;0;0;0;0;5.3;97.3
8;0;3;4;4;5.6;94.7
165;677;290;40;40;8.7;85.5
326;719;504;63;63;12;74.7
469;626;687;79;79;15.2;57.4
567;438;810;91;91;18.6;48.3
615;204;868;97;97;21.2;41.6
608;97;858;242;97;22.9;37.9
552;89;790;470;89;23.8;38.3
450;76;665;651;76;23.9;37.9
305;61;478;733;61;22.7;40.7
142;36;260;666;36;20.3;47.1
4;2;2;0;2;17.3;58
0;0;0;0;0;15.8;71.4
0;0;0;0;0;14.3;76.3
0;0;0;0;0;13.2;80.4
0;0;0;0;0;12.1;81
0;0;0;0;0;10.9;86.7
0;0;0;0;0;9.7;89.4
0;0;0;0;0;9.1;88.2
0;0;0;0;0;8.6;89.9
0;0;0;0;0;8.1;90.6
0;0;0;0;0;7.8;92.6
0;0;0;0;0;7.6;90.8
0;0;0;0;0;7.5;95
14;4;7;7;7;8;91.4
72;58;44;36;36;8.9;87.8
131;93;84;63;63;9.9;83.9
543;651;713;141;141;13.6;71.3
546;427;753;127;127;16.6;63
304;145;258;128;128;17;63.1
299;131;243;153;131;17.2;59.9
335;126;337;240;126;17.6;60
53;28;26;26;28;15.9;63.2
54;29;27;27;29;14.5;67.3
12;6;5;2;6;13.5;66.9
1;1;1;0;1;12.5;69
0;0;0;0;0;11.8;71.6
0;0;0;0;0;11;76
0;0;0;0;0;10.3;78.6
0;0;0;0;0;9.5;76.8
0;0;0;0;0;8.8;81.5
0;0;0;0;0;8;84.2
0;0;0;0;0;7.1;90.3
0;0;0;0;0;6;92.8
0;0;0;0;0;5;93.2
0;0;0;0;0;4.5;91.7
0;0;0;0;0;3.9;91.1
0;0;0;0;0;3.5;91.4
6;0;2;3;3;3.7;91.7
143;575;256;40;40;6.3;80.4
295;653;469;65;65;9.1;68.7
427;578;644;81;81;11.8;55.3
517;409;757;95;95;13.9;50.4
568;196;823;100;100;16.2;47.8
578;101;840;242;101;17.9;42.6
515;93;750;448;93;18.7;41
416;78;629;611;78;18.8;40.7
274;58;447;677;58;17.8;46
125;34;239;598;34;15.9;52.1
3;2;1;0;2;13.6;61.4
0;0;0;0;0;12.7;70.5
0;0;0;0;0;11.8;73.2
0;0;0;0;0;10.9;74.6
0;0;0;0;0;10;77.7
0;0;0;0;0;9.1;79.8
0;0;0;0;0;8.2;86
0;0;0;0;0;7.6;85.8
0;0;0;0;0;7;87.8
0;0;0;0;0;6.3;90.1
0;0;0;0;0;6;89.9
0;0;0;0;0;5.7;90
0;0;0;0;0;5.5;96.4
5;0;2;3;3;5.7;96.6
132;517;236;41;41;8.2;90.6
277;603;439;67;67;10.9;81.1
403;542;608;86;86;13.6;67.1
513;407;757;97;97;16.4;57.3
563;194;827;99;99;18.9;50.2
572;98;834;239;98;20.8;46.1
511;91;757;450;91;21.8;43.4
419;75;648;627;75;22;42.7
276;56;462;697;56;21.1;43.1
124;37;239;588;37;19.1;48.9
3;1;1;0;1;16.6;57.3
0;0;0;0;0;15.6;67
0;0;0;0;0;14.5;69.4
0;0;0;0;0;13.5;73.9
0;0;0;0;0;12.9;76
0;0;0;0;0;12;78
0;0;0;0;0;11.2;78.2
0;0;0;0;0;10.5;81.4
0;0;0;0;0;9.8;82.5
0;0;0;0;0;9;84.4
0;0;0;0;0;8.6;85
0;0;0;0;0;8.2;89.9
0;0;0;0;0;8;92.7
2;0;1;1;1;8;90.3
64;48;39;32;32;9.1;86.7
141;128;110;67;67;10.5;82.5
279;265;290;107;107;12.4;75.1
317;201;284;129;129;13.6;70.5
366;167;377;136;136;15.2;63.7
344;139;309;172;139;16.2;60.1
318;128;290;215;128;16.7;57.9
245;102;220;215;102;16.8;56.8
161;70;161;214;70;16.2;58.3
61;30;50;84;30;15;60.9
1;1;0;0;1;13.5;65.7
0;0;0;0;0;13.1;66.7
0;0;0;0;0;12.5;68.8
0;0;0;0;0;11.8;70
0;0;0;0;0;11.2;71.7
0;0;0;0;0;10.6;74.9
0;0;0;0;0;9.9;79
0;0;0;0;0;9.5;84.8
0;0;0;0;0;9;89
0;0;0;0;0;8.5;91.4
0;0;0;0;0;8.2;94.3
0;0;0;0;0;7.9;92.8
0;0;0;0;0;7.8;92.3
4;0;1;2;2;7.9;88.6
92;195;105;40;40;9.6;84.3
211;360;276;72;72;11.6;71.4
281;265;291;110;110;13.3;64.7
314;200;284;128;128;14.6;63.2
328;156;290;136;136;15.8;59.3
342;137;312;171;137;16.7;57.4
342;130;354;250;130;17.4;56
258;103;265;257;103;17.5;57.7
142;64;122;154;64;16.6;57.3
52;26;33;44;26;15.2;65.4
1;0;0;0;0;13.7;70
0;0;0;0;0;13.4;70.9
0;0;0;0;0;12.9;73.4
0;0;0;0;0;12.4;77.9
0;0;0;0;0;11.9;77.6
0;0;0;0;0;11.5;80.3
0;0;0;0;0;11;82.9
0;0;0;0;0;9.8;92.5
0;0;0;0;0;10.1;90
0;0;0;0;0;9.9;90
0;0;0;0;0;9.7;91
0;0;0;0;0;9.3;92.8
0;0;0;0;0;9.3;93.4
1;0;0;1;1;9.5;95.1
15;3;6;8;8;9.8;95
23;9;10;12;12;10.1;91.1
53;27;26;29;29;10.5;91.2
72;37;36;38;38;10.9;89.9
65;34;33;35;35;11.1;89.9
77;41;39;41;41;11.4;89.9
421;125;564;359;125;13.3;89.6
331;93;477;458;93;14.4;74.8
210;66;319;457;66;14.9;68.7
84;33;151;345;33;14.6;69.1
1;0;0;0;0;13.7;69.2
0;0;0;0;0;13.5;70.1
0;0;0;0;0;13;72.2
0;0;0;0;0;12.6;72.9
0;0;0;0;0;12.1;75.1
0;0;0;0;0;11.7;78.2
0;0;0;0;0;11.2;78.3
0;0;0;0;0;10.7;82.9
0;0;0;0;0;10.1;85.3
0;0;0;0;0;9.6;85.8
0;0;0;0;0;9.3;84.9
0;0;0;0;0;9;88.6
0;0;0;0;0;8.8;89.6
1;0;0;1;1;8.9;88.3
29;11;13;15;15;9.4;90.1
61;31;32;32;32;10.1;90
92;49;49;48;48;10.7;84.7
113;60;61;59;59;10.9;92.4
97;51;52;51;51;11.4;89.8
71;38;36;37;38;11.5;89.8
424;121;583;367;121;13.3;89.6
333;89;495;473;89;14.1;77.5
208;60;337;486;60;14.5;73
83;30;166;386;30;14.1;75.1
1;0;0;0;0;13.4;75.7
0;0;0;0;0;12.7;76
0;0;0;0;0;11.9;75.1
0;0;0;0;0;11.2;79.1
0;0;0;0;0;10.4;84.6
0;0;0;0;0;9.7;86.3
0;0;0;0;0;8.9;91
0;0;0;0;0;8.1;95.2
0;0;0;0;0;7.2;97.5
0;0;0;0;0;6.3;100
0;0;0;0;0;5.9;100
0;0;0;0;0;5.4;100
0;0;0;0;0;5.1;100
3;0;1;2;2;5.1;100
98;304;155;37;37;6.8;96.2
222;434;336;72;72;8.9;89.5
322;397;454;100;100;10.9;80.5
396;296;513;118;118;12.6;77.7
450;183;628;122;122;13.9;70.4
439;127;600;218;127;15.1;66.6
384;114;502;320;114;15.7;63
305;93;438;418;93;15.7;63
186;62;290;410;62;14.8;64.2
70;29;117;257;29;13.5;69.3
0;0;0;0;0;12;75.4
0;0;0;0;0;11.5;81.2
0;0;0;0;0;11;82.4
0;0;0;0;0;10.4;85.6
0;0;0;0;0;9.9;86.9
0;0;0;0;0;9.4;90
0;0;0;0;0;8.9;91.2
0;0;0;0;0;8.6;90
0;0;0;0;0;8.4;87
0;0;0;0;0;8.2;89.7
0;0;0;0;0;8.1;91.1
0;0;0;0;0;8.1;90.3
0;0;0;0;0;8;94.8
1;0;0;1;1;8.1;93.6
108;383;193;41;41;9.8;87
163;213;175;69;69;11;85.1
251;217;241;102;102;12.2;79.3
373;278;477;118;118;13.6;76.5
391;172;441;136;136;15;73.5
207;99;136;106;99;15;77.5
41;22;20;21;22;13.7;83.9
32;17;15;15;17;13;85.8
19;11;8;7;11;12.1;90.4
34;18;18;19;18;11.7;91.7
0;0;0;0;0;11.2;92.7
0;0;0;0;0;10.9;92.9
0;0;0;0;0;10.7;92.5
0;0;0;0;0;10.4;91.4
0;0;0;0;0;10.2;91.1
0;0;0;0;0;10;92.4
0;0;0;0;0;9.7;92.8
0;0;0;0;0;9.2;95.5
0;0;0;0;0;8.7;96.6
0;0;0;0;0;8.1;97
0;0;0;0;0;7.8;97.9
0;0;0;0;0;7.6;98.4
0;0;0;0;0;7.4;98.2
2;0;1;1;1;7.4;97.5
92;344;174;35;35;9.2;93.7
256;562;437;74;74;11.9;83.5
430;595;701;99;99;15;68.7
410;322;579;119;119;17.1;61.8
385;173;424;140;140;18.3;59.9
347;134;367;179;134;18.8;57.9
287;117;271;198;117;18.9;56.2
251;94;288;275;94;18.6;55.2
183;62;292;409;62;17.9;55.7
84;34;163;361;34;16.5;61.7
1;0;0;0;0;14.7;67.1
0;0;0;0;0;13.6;72.6
0;0;0;0;0;13;76.3
0;0;0;0;0;12.1;80.8
0;0;0;0;0;11.3;81.5
0;0;0;0;0;10.4;85.2
0;0;0;0;0;9.6;86.5
0;0;0;0;0;8.8;89.8
0;0;0;0;0;8;90
0;0;0;0;0;7.2;89.9
0;0;0;0;0;6.7;90.8
0;0;0;0;0;6.3;91.6
0;0;0;0;0;6;91.8
1;0;0;0;0;6;89.2
66;107;66;31;31;7.2;84
163;216;179;70;70;8.7;83.2
221;181;200;95;95;10;79.9
284;182;264;118;118;11.2;77.1
350;163;375;135;135;12.4;76.2
338;133;329;171;133;13.2;71.1
312;121;339;235;121;13.4;73.1
267;87;366;346;87;13.6;71.4
162;63;201;270;63;13.4;72.8
59;24;128;284;24;12.5;77.3
0;0;0;0;0;11.3;81.4
0;0;0;0;0;10.9;82.9
0;0;0;0;0;10.4;84.5
0;0;0;0;0;9.9;87.7
0;0;0;0;0;9.4;88.7
0;0;0;0;0;8.9;90.5
0;0;0;0;0;8.4;91
0;0;0;0;0;8.2;90.5
0;0;0;0;0;7.9;88.4
0;0;0;0;0;7.7;91.2
0;0;0;0;0;7.6;94.7
0;0;0;0;0;7.5;96.2
0;0;0;0;0;7.4;97.8
1;0;0;0;0;7.4;98.5
24;8;11;13;13;8;96.8
57;28;29;30;30;8.6;95
101;55;55;52;52;9.3;88.4
102;54;55;53;53;9.8;88.5
198;100;128;96;96;10.8;85.1
180;89;111;94;89;11.4;83.8
163;81;99;91;81;11.7;89.8
178;83;130;126;83;12.1;79.5
116;54;104;128;54;12.2;77
44;21;45;79;21;11.8;75.6
0;0;0;0;0;11.1;89.3
0;0;0;0;0;9.6;92.5
0;0;0;0;0;9.5;92.6
0;0;0;0;0;9.1;90.1
0;0;0;0;0;8.4;92.7
0;0;0;0;0;8;90.3
0;0;0;0;0;7.4;92.8
0;0;0;0;0;6.6;92.8
0;0;0;0;0;5.8;93.3
0;0;0;0;0;5.1;94.3
0;0;0;0;0;4.6;96.2
0;0;0;0;0;4.2;96.5
0;0;0;0;0;3.9;94.2
4;0;1;2;2;3.9;96.2
34;17;17;18;18;4.4;96.1
118;89;81;57;57;5.6;90.6
183;140;153;85;85;6.7;86
340;255;436;117;117;8.5;79.9
233;116;194;106;106;9;83.1
166;83;100;87;83;9;82.6
286;110;319;219;110;9.5;81.5
191;84;174;167;84;9.6;79.7
136;57;164;216;57;9.3;77.5
34;17;20;24;17;8.5;78.8
0;0;0;0;0;7.6;84.6
0;0;0;0;0;7.3;84.6
0;0;0;0;0;6.9;87.6
0;0;0;0;0;6.5;89.4
0;0;0;0;0;6.1;87.8
0;0;0;0;0;5.7;88.7
0;0;0;0;0;5.4;92.7
0;0;0;0;0;5.3;93.6
0;0;0;0;0;5.2;94.2
0;0;0;0;0;5.1;93.6
0;0;0;0;0;5.1;93.2
0;0;0;0;0;5.1;93
0;0;0;0;0;5.1;97.3
1;0;0;0;0;5.2;95.5
70;163;94;32;32;6.5;90
188;388;313;63;63;8.4;83
283;339;402;90;90;10.2;74.8
321;225;361;122;122;11.6;71.2
317;147;309;127;127;12.6;73
259;116;221;137;116;13;71.3
252;105;238;174;105;13.2;68.1
104;53;59;59;53;12.5;67.7
34;18;15;14;18;11.6;68.1
6;3;1;0;3;10.6;71
0;0;0;0;0;9.8;74.4
0;0;0;0;0;9.4;75.7
0;0;0;0;0;8.9;77.4
0;0;0;0;0;8.4;78.2
0;0;0;0;0;7.9;82.6
0;0;0;0;0;7.4;86.3
0;0;0;0;0;6.9;85.5
0;0;0;0;0;6;92
0;0;0;0;0;5.4;97.8
0;0;0;0;0;4.5;95.8
0;0;0;0;0;4.1;96.3
0;0;0;0;0;3.6;95.9
0;0;0;0;0;3.3;94.5
1;0;0;0;0;3.3;93.2
28;11;13;15;15;3.7;93.2
49;23;24;26;26;4;90.8
124;71;73;63;63;4.8;86.2
161;88;99;80;80;5.5;84.6
182;93;115;90;90;6;81.3
310;122;339;164;122;7;78.7
244;103;230;168;103;7.4;77.4
123;62;74;73;62;7.3;76.5
89;44;59;65;44;7;89.5
16;9;6;3;9;6;92.9
0;0;0;0;0;5.8;90.5
0;0;0;0;0;5.6;93
0;0;0;0;0;5.2;93
0;0;0;0;0;4.9;93
0;0;0;0;0;4.6;93.1
0;0;0;0;0;4.3;93.1
0;0;0;0;0;4;93.1
0;0;0;0;0;3.9;93.1
0;0;0;0;0;3.8;93.5
0;0;0;0;0;3.7;95.8
0;0;0;0;0;3.7;94
0;0;0;0;0;3.7;91.4
0;0;0;0;0;3.7;92.7
0;0;0;0;0;3.8;93.3
63;155;90;29;29;5.2;88.5
173;328;270;60;60;7.2;80.7
274;334;400;87;87;9.2;71.3
362;293;545;109;109;11.2;65.8
435;173;708;108;108;13;58.8
425;111;660;216;111;14.2;56.1
382;96;643;378;96;15.1;54.3
272;78;454;419;78;15.2;54.3
162;54;298;408;54;14.4;55.5
47;19;135;297;19;13.2;60.5
0;0;0;0;0;11.8;70.3
0;0;0;0;0;11.2;75.1
0;0;0;0;0;10.6;78.7
0;0;0;0;0;10;81.5
0;0;0;0;0;9.4;82.7
0;0;0;0;0;8.8;86.7
0;0;0;0;0;8.2;89.5
0;0;0;0;0;7.3;90.9
0;0;0;0;0;6.5;96.4
0;0;0;0;0;5.7;96.9
0;0;0;0;0;5.4;97.2
0;0;0;0;0;4.9;97.5
0;0;0;0;0;4.7;97.7
0;0;0;0;0;4.7;98.7
7;0;2;4;4;4.8;95.3
19;7;8;10;10;5;96.7
37;18;17;20;20;5.3;97.3
293;208;344;110;110;7.1;92.5
249;123;219;111;111;8.2;86.1
327;119;388;170;119;9.3;84.4
417;105;680;400;105;10.5;78
281;82;473;434;82;10.9;76.4
120;50;154;200;50;10.6;77.1
8;4;2;0;4;9.7;78.5
0;0;0;0;0;9;79.7
0;0;0;0;0;8.3;79.1
0;0;0;0;0;7.5;80.3
0;0;0;0;0;6.8;82.9
0;0;0;0;0;6.1;85.4
0;0;0;0;0;5.4;88.6
0;0;0;0;0;4.6;90.6
0;0;0;0;0;3.8;90.9
0;0;0;0;0;2.9;91.7
0;0;0;0;0;2;92.3
0;0;0;0;0;1.5;96.9
0;0;0;0;0;1;98.2
0;0;0;0;0;0.6;99.9
0;0;0;0;0;0.6;98.6
86;338;185;36;36;2.2;97.5
111;152;131;49;49;3;95.6
284;346;419;92;92;5;87.3
211;133;186;95;95;5.7;85.1
201;101;135;97;97;5.9;80.5
247;109;221;131;109;6.4;76.9
336;109;475;296;109;7.1;75.9
356;88;661;601;88;7.8;75.1
210;53;479;662;53;7.7;73.4
60;22;215;475;22;6.8;77.1
0;0;0;0;0;6.4;78.1
0;0;0;0;0;6;81.8
0;0;0;0;0;5.6;84.2
0;0;0;0;0;5.2;87.1
0;0;0;0;0;4.8;87.4
0;0;0;0;0;4.3;91.1
0;0;0;0;0;3.9;92.9
0;0;0;0;0;3.9;92.7
0;0;0;0;0;3.9;94.3
0;0;0;0;0;3.9;94
0;0;0;0;0;4;96.3
0;0;0;0;0;4;93
0;0;0;0;0;4.1;91.9
0;0;0;0;0;4.1;91.4
44;64;43;21;21;5;90.7
99;71;67;49;49;6.1;87.1
163;108;117;77;77;7.3;83
265;186;296;107;107;8.8;78.3
266;127;255;112;112;9.9;73.7
339;120;417;177;120;11;72.1
247;102;275;190;102;11.5;68.7
163;74;148;140;74;11.4;67
67;34;39;41;34;10.7;69.7
4;2;1;0;2;9.8;73.6
0;0;0;0;0;9.4;77
0;0;0;0;0;9;79.5
0;0;0;0;0;8.6;80.8
0;0;0;0;0;8.2;84.8
0;0;0;0;0;7.8;84.9
0;0;0;0;0;7.4;86.1
0;0;0;0;0;7.1;84.8
0;0;0;0;0;6.5;82.3
0;0;0;0;0;5.9;85.3
0;0;0;0;0;5.4;84.3
0;0;0;0;0;5.1;86.9
0;0;0;0;0;4.8;84.8
0;0;0;0;0;4.6;84.2
0;0;0;0;0;4.6;84.6
65;278;154;28;28;5.9;77.1
111;121;108;51;51;6.9;74.4
144;91;97;70;70;7.7;72.9
302;232;408;108;108;9.4;70.8
412;171;653;114;114;11.2;66
377;111;588;202;111;12.3;63
312;99;456;280;99;12.8;60
255;73;454;410;73;13;57.7
145;50;288;386;50;12.5;58.9
34;16;79;161;16;11.5;59.1
0;0;0;0;0;10.6;60.4
0;0;0;0;0;9.8;66.2
0;0;0;0;0;8.9;69.5
0;0;0;0;0;8;71.4
0;0;0;0;0;7.2;75.4
0;0;0;0;0;6.3;79.8
0;0;0;0;0;5.5;82.5
0;0;0;0;0;4.5;87.5
0;0;0;0;0;3.3;91.5
0;0;0;0;0;2.2;92.9
0;0;0;0;0;1.5;92.4
0;0;0;0;0;0.8;94.5
0;0;0;0;0;0.3;94
0;0;0;0;0;0.2;95.4
75;416;226;28;28;1;92
208;567;471;51;51;2.4;87.3
330;522;663;67;67;3.8;82.4
430;379;811;79;79;5.2;72.9
467;166;847;87;87;6.1;70.1
467;83;855;230;83;6.7;68.6
411;76;787;434;76;7;67
292;65;598;535;65;6.8;67.8
162;44;391;530;44;6;70
13;7;5;2;7;4.8;72.1
0;0;0;0;0;4;81.9
0;0;0;0;0;3.2;86
0;0;0;0;0;2.4;89.3
0;0;0;0;0;1.6;91.4
0;0;0;0;0;0.8;95.1
0;0;0;0;0;0;95.7
0;0;0;0;0;-0.8;96
0;0;0;0;0;-0.7;95
0;0;0;0;0;-0.8;95.8
0;0;0;0;0;-0.9;95.7
0;0;0;0;0;-1;95.7
0;0;0;0;0;-1.1;95
0;0;0;0;0;-1.2;93.3
0;0;0;0;0;-1.4;94.4
59;310;171;23;23;-0.7;95.1
174;427;359;52;52;0.6;94.2
273;389;488;78;78;1.9;91.5
370;315;638;94;94;3.2;82.1
453;168;826;92;92;4.4;77.2
465;87;856;233;87;5.2;71.3
416;78;806;444;78;5.7;70.6
307;67;640;569;67;5.6;73.5
168;45;415;560;45;4.9;75.7
17;9;7;6;9;3.7;80
0;0;0;0;0;3.2;87.3
0;0;0;0;0;2.7;91.1
0;0;0;0;0;2.3;90.8
0;0;0;0;0;1.8;92.1
0;0;0;0;0;1.3;92.2
0;0;0;0;0;0.9;95.2
0;0;0;0;0;0.4;98.2
0;0;0;0;0;0.6;96.6
0;0;0;0;0;0.9;96.7
0;0;0;0;0;1.2;96.5
0;0;0;0;0;1.3;97.3
0;0;0;0;0;1.5;96.2
0;0;0;0;0;1.6;96.2
0;0;0;0;0;1.7;97.9
69;365;203;27;27;3.1;93.4
181;466;394;56;56;5.2;87.9
270;383;482;79;79;7.1;82.4
307;243;451;101;101;8.5;81.1
330;151;406;122;122;9.7;78.7
252;106;250;133;106;10;75.2
272;101;346;224;101;10.4;72.4
127;62;87;84;62;9.8;72.8
54;28;30;31;28;8.9;75.3
3;2;0;0;2;7.8;79.9
0;0;0;0;0;7.7;83.3
0;0;0;0;0;7.5;86.6
0;0;0;0;0;7.3;86.1
0;0;0;0;0;7.2;89.4
0;0;0;0;0;7;88.2
0;0;0;0;0;6.9;86.1
0;0;0;0;0;6.7;89.1
0;0;0;0;0;6.3;88.1
0;0;0;0;0;6;90.1
0;0;0;0;0;5.7;89.4
0;0;0;0;0;5.5;86.9
0;0;0;0;0;5.4;89.4
0;0;0;0;0;5.3;91.9
0;0;0;0;0;5.3;91.9
37;91;57;19;19;5.9;90.6
82;53;51;41;41;6.6;88.6
225;248;303;84;84;8.2;82.7
282;204;343;110;110;9.5;76
343;150;506;109;109;10.7;69.9
296;112;362;159;112;11.4;69.7
177;82;156;119;82;11.4;70.6
74;39;40;40;39;10.8;73.5
12;7;4;3;7;9.9;77.9
3;2;0;0;2;9.2;76.9
